%           Time              IMU_X_ACC              IMU_Y_ACC              IMU_Z_ACC            IMU_YAW_VEL          IMU_PITCH_VEL           IMU_ROLL_VEL              IMU_X_VEL              IMU_Y_VEL              IMU_Z_VEL                IMU_YAW              IMU_PITCH               IMU_ROLL                  IMU_X                  IMU_Y                  IMU_Z 
1261229755.0868     -0.4940217435359955     -1.0026648044586182     10.0680751800537109     -0.3143168091773987      0.0276827830821276      0.0180692039430141      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6533668374444763      0.0717679219975129     -0.0533476606528971      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.0968     -0.6023677587509155     -0.8952342867851257      9.9389171600341797     -0.3148379027843475      0.0203538239002228      0.0091488882899284      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6566005807981048      0.0713696129669780     -0.0535554413133829      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1068     -0.5166435241699219     -0.9436281323432922      9.9581975936889648     -0.3116701245307922      0.0156589653342962      0.0062016025185585      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6597833246168587      0.0713562805167707     -0.0537453871169436      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1168     -0.5813052654266357     -1.3483246564865112      9.6191234588623047     -0.3218589127063751      0.0127210645005107      0.0366425439715385      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6630900385843554      0.0704230672589150     -0.0537789512690570      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1268     -0.6004938483238220     -1.3580956459045410      9.4268083572387695     -0.3258513510227203      0.0329480990767479      0.0495203770697117      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6664241831110802      0.0705747259606166     -0.0535435944077213      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1368     -0.7047331333160400     -0.9152300357818604      9.3307685852050781     -0.3216384053230286      0.0152040412649512      0.0311022717505693      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6697215760147619      0.0704372818812333     -0.0535146366920559      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1468     -0.9782375097274780     -0.6566216945648193      9.3927478790283203     -0.3028406202793121      0.0237922556698322      0.0163449998944998      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6728188323625242      0.0705101859160742     -0.0535943858831361      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1568     -0.8758169412612915     -0.8402779102325439      9.4268321990966797     -0.3348683416843414      0.0137357963249087      0.0230042599141598      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6762493833207097      0.0702786323816702     -0.0536768398471985      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1668     -0.8686948418617249     -0.5537210702896118      9.2247705459594727     -0.3293158411979675      0.0142882922664285      0.0329361185431480      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6796074962972452      0.0702421637194929     -0.0536082592879398      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1768     -1.0248292684555054     -0.0493121184408665      9.2074146270751953     -0.3148084878921509      0.0039383913390338      0.0036139425355941      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6828296549001320      0.0700450065750430     -0.0538369832136855      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1868     -0.6591731309890747     -0.1259251683950424      9.3899698257446289     -0.3328750729560852     -0.0047931824810803      0.0094044208526611      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6862147989617315      0.0698151508058339     -0.0540043753717646      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.1968     -0.5066703557968140     -0.6598416566848755      9.4494895935058594     -0.3370887041091919      0.0042172353714705      0.0203087124973536      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6896613288864577      0.0695024499207774     -0.0541005404542517      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2068     -0.5901663899421692     -0.7924857735633850      9.6125907897949219     -0.3281007111072540      0.0073102852329612      0.0002734451845754      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6930041286867252      0.0693949913707927     -0.0543547350191105      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2168     -0.5390604138374329     -0.5678371191024780      9.8254384994506836     -0.3329329490661621      0.0175702143460512      0.0001816894946387      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6964290870066216      0.0683547648101969     -0.0548353731780318      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2268     -0.3756223320960999     -0.6189000010490417      9.6545753479003906     -0.3509118258953094     -0.0088210366666317      0.0049745063297451      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.6999913312807116      0.0680713004404824     -0.0550533612356332      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2368     -0.3840354382991791     -0.8790277242660522      9.3952760696411133     -0.3493237495422363      0.0044562472030520      0.0079147005453706      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7035594345091998      0.0677882313837422     -0.0552708291445842      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2468     -0.4846781790256500     -0.9731345772743225      9.4143495559692383     -0.3431841135025024      0.0131926489993930      0.0187083445489407      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7070582955493458      0.0677275404392128     -0.0553454267834308      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2568     -0.6289569735527039     -0.9549070000648499      9.7799797058105469     -0.3534769713878632      0.0183832347393036      0.0230494663119316      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7106925783309224      0.0666836270649830     -0.0556641780375889      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2668     -0.6255350112915039     -0.9737459421157837      9.6786479949951172     -0.3603621721267700      0.0171264614909887      0.0241515599191189      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7143641453677601      0.0666513445591442     -0.0556921121007103      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2768     -0.7160006165504456     -0.9023268222808838      9.2960405349731445     -0.3539430797100067      0.0025424405466765      0.0285254083573818      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7179767233864527      0.0663902632261540     -0.0556989905464633      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2868     -0.8244096040725708     -0.7449811697006226      9.1298408508300781     -0.3550454080104828      0.0009213233133778      0.0089969774708152      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7215878366665456      0.0661987486542637     -0.0558729740282403      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.2968     -0.8014504313468933     -0.8851177096366882      9.3824863433837891     -0.3547179102897644     -0.0074989474378526      0.0177573356777430      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7252037436366006      0.0657935029213269     -0.0560050252064162      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3068     -0.6852223277091980     -1.3179256916046143      9.7597274780273438     -0.3496402204036713     -0.0011110482737422      0.0297393891960382      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7287593300079653      0.0655840036897001     -0.0559657602250943      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3168     -0.6700515747070312     -1.3232533931732178      9.8542499542236328     -0.3586686849594116      0.0011543964501470      0.0259571541100740      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7324298317803672      0.0649478202783614     -0.0561767408400775      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3268     -0.6886047720909119     -0.9695458412170410      9.7762842178344727     -0.3502483963966370     -0.0001633608044358      0.0161176994442940      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7359922092125117      0.0647465851684923     -0.0562711124500179      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3368     -0.6778038740158081     -0.9014831185340881      9.6228752136230469     -0.3539622724056244     -0.0134491864591837      0.0069723892956972      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7396110456597658      0.0638862343335854     -0.0567293883781609      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3468     -0.5753994584083557     -1.1369874477386475      9.6668081283569336     -0.3557794988155365     -0.0135044958442450      0.0205689799040556      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7432208273593137      0.0635467728407628     -0.0567782407394071      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3568     -0.6343585848808289     -1.2582778930664062      9.9369297027587891     -0.3528346121311188     -0.0134452721104026      0.0184399187564850      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7468200895725556      0.0629585304902347     -0.0569970860019843      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3668     -0.8477614521980286     -0.9160690903663635     10.1413154602050781     -0.3547311127185822     -0.0040548285469413      0.0042457268573344      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7504250775821415      0.0627127540111340     -0.0572056489660404      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3768     -0.7083186507225037     -0.9094328284263611     10.0329933166503906     -0.3653301000595093     -0.0088803777471185      0.0148451486602426      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7541489757343993      0.0622452652100950     -0.0574241654946706      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3868     -0.4350622296333313     -1.0849974155426025      9.8590698242187500     -0.3658993840217590     -0.0118927592411637      0.0184070095419884      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7578614222939699      0.0619135310456228     -0.0574950305468019      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.3968     -0.4541690051555634     -1.2872004508972168      9.7531118392944336     -0.3651180863380432     -0.0029260399751365      0.0129749933257699      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7616174115373633      0.0608248973710257     -0.0582380941028261      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.4068     -0.5918995738029480     -1.4420892000198364      9.8527688980102539     -0.3674787282943726      0.0012142317136750      0.0054151080548763      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7653531607564719      0.0606198214835220     -0.0584352304413300      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.4168     -0.6779718399047852     -1.6957889795303345      9.8017044067382812     -0.3628709316253662     -0.0069067277945578      0.0163435395807028      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7690648083677152      0.0599823772318547     -0.0588341594890562      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.4268     -0.7753919363021851     -1.8570705652236938      9.6639099121093750     -0.3516709506511688      0.0031427270732820      0.0363339222967625      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7726427652922365      0.0598042075937392     -0.0587096067738246      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229755.4368     -0.7498649954795837     -1.8521810770034790      9.4661455154418945     -0.3627607524394989     -0.0097762690857053      0.0429188236594200      0.0000000000000000      0.0000000000000000      0.0000000000000000     -1.7763582744870607      0.0591068214115991     -0.0589618830304607      0.0000000000000000      0.0000000000000000      0.0000000000000000 
